brand,title,price,instalment/month,owner,mileage,depreciation,registered_date,remaining_coe,coe_years,coe_months
Mercedes-Benz,Mercedes-Benz Glc-Class Glc43 Amg 4Matic,305800,2610,2,18000.0,33031,2021-03-02,92,7,8
Jaguar,Jaguar Xf 2.0A Prestige,248800,2123,2,6500.0,25167,2022-03-21,106,8,10
Ferrari,Ferrari 458 Italia,508800,4342,4,42000.0,63622,2012-08-11,95,7,11
Mercedes-Benz,Mercedes-Benz Amg Gt,345800,6244,3,54000.0,75866,2016-05-20,36,3,0
Maserati,Maserati Granturismo Mc Stradale 4.7A,208800,1782,5,69899.0,26271,2011-05-20,95,7,11
Porsche,Porsche 911 Carrera Coupe 3.0A Pdk,575800,4914,1,9000.0,63509,2020-10-11,89,7,5
Nissan,Nissan Qashqai 1.2 Dig-T Premium (A),63800,904,1,97000.0,14310,2017-05-05,47,3,11
Honda,Honda Vezel 1.5A X,45800,980,2,143568.0,16058,2015-10-12,30,2,6
Nissan,Nissan Skyline 350Gt,88800,1169,3,137524.0,20804,2007-08-16,51,4,3
Volkswagen,Volkswagen Golf 1.4A Tsi Comfortline R-Line,117800,1006,1,32613.0,14301,2020-11-25,90,7,6
Toyota,Toyota Townace Petrol 1.5 Gl (A),77800,664,1,,8164,2022-10-31,113,9,5
Nissan,Nissan Nv200 1.6 Dx (A),42800,606,2,,10738,2017-04-20,47,3,11
Toyota,Toyota Liteace 1.5A Gl,33800,596,1,88000.0,10623,2016-06-29,37,3,1
Nissan,Nissan Nv200 1.5M,44800,611,3,89000.0,10775,2017-06-21,49,4,1
Nissan,Nissan Nv350 2.5A,64800,616,1,,10396,2019-12-07,74,6,2
Volkswagen,Volkswagen Touran 1.4A Tsi,39800,826,3,143000.0,15101,2011-01-28,31,2,7
Toyota,Toyota Regiusace 3.0M Dx,27800,1707,1,,29477,2014-10-04,120,10,0
Peugeot,Peugeot 308 1.2A Puretech Allure,52800,866,3,99500.0,14101,2016-09-30,40,3,4
Mitsubishi,Mitsubishi Fuso Super Great Fv51S Tipper,99800,1675,3,,29667,2016-08-22,39,3,3
Toyota,Toyota Voxy Hybrid 1.8A X,162800,1448,1,30000.0,22180,2020-01-23,80,6,8
Nissan,Nissan Nv200 1.6A,45800,614,2,,10776,2017-07-26,50,4,2
Hino,Hino Xzu605R 10Ft Tipper,129800,1108,1,,14397,2022-04-26,107,8,11
Toyota,Toyota Sienta Hybrid 1.5A G,93800,1010,1,42663.0,15935,2018-09-28,64,5,4
Toyota,Toyota Sienta Hybrid 1.5A G,96800,989,1,52000.0,15626,2019-01-22,68,5,8
Volkswagen,Volkswagen Transporter T6 2.0A,68800,619,1,,10293,2019-12-20,79,6,7
Toyota,Toyota Sienta Hybrid 1.5A G,95800,1005,1,47000.0,15880,2018-11-23,66,5,6
Fiat,Fiat Doblo Cargo Maxi 1.6A Multijet Glaze,27800,595,3,112337.0,10680,2015-01-12,30,2,6
Toyota,Toyota Sienta Hybrid 1.5A G,99888,996,2,41000.0,14658,2019-03-25,70,5,10
Toyota,Toyota Sienta Hybrid 1.5A G,95800,992,1,44000.0,15660,2018-12-21,67,5,7
Toyota,Toyota Sienta Hybrid 1.5A G,94800,1007,1,47000.0,15851,2018-10-31,65,5,5
Toyota,Toyota Hiace 3.0M Dx,57800,723,2,,12657,2017-11-13,54,4,6
Toyota,Toyota Sienta 1.5A Elegance,107800,949,1,60000.0,14376,2020-03-03,81,6,9
Toyota,Toyota Prius Hybrid 1.8A,70800,1003,4,73175.0,17401,2017-04-13,47,3,11
Ssangyong,Ssangyong Rexton 2.0A G,125800,1319,1,64242.0,19173,2018-11-16,66,5,6
Toyota,Toyota Noah Hybrid 1.8A X,136800,1453,2,54179.0,22351,2018-10-22,65,5,5
Toyota,Toyota Noah Hybrid 1.8A X,147800,1404,1,37000.0,21398,2019-05-08,74,6,2
Nissan,Nissan Nv200 1.5M,29800,638,3,,11368,2015-09-12,30,2,6
Mazda,Mazda 3 Sedan 1.5 Sp (A),57800,852,2,81140.0,13834,2017-09-03,45,3,9
Toyota,Toyota Harrier Turbo 2.0A G Panoramic,107800,1394,2,71000.0,20095,2017-06-10,52,4,4
Suzuki,Suzuki Every,30800,413,7,,7286,2008-02-27,50,4,2
Toyota,Toyota Corolla Axio Hybrid 1.5A,99800,907,1,35000.0,14076,2019-03-12,78,6,6
Toyota,Toyota Corolla Axio Hybrid 1.5A,101800,896,1,32000.0,13932,2020-04-03,81,6,9
Toyota,Toyota Dyna 150 3.0M,52800,979,1,112366.0,17486,2016-05-05,35,2,11
Suzuki,Suzuki Every,33800,479,3,,8502,2007-02-05,47,3,11
Toyota,Toyota Hiace 3.0M,27800,1322,3,,24219,2014-06-24,13,1,1
Mazda,Mazda 6 Sedan 2.0 Executive (A),112800,993,1,47366.0,14958,2020-02-18,81,6,9
Nissan,Nissan Nv350 2.5M,57800,631,1,75320.0,10742,2018-07-09,63,5,3
Nissan,Nissan Nv200 1.5M,50800,563,1,82000.0,9706,2018-12-07,62,5,2
Toyota,Toyota Hiace 3.0M,56800,722,2,,12543,2017-10-31,53,4,5
Toyota,Toyota C-Hr Hybrid 1.8A S,82800,1019,2,49072.0,17499,2017-12-13,55,4,7
Toyota,Toyota C-Hr Hybrid 1.8A S,98800,1110,3,35000.0,16442,2018-06-22,61,5,1
Toyota,Toyota Hiace 3.0A,98200,838,1,,13696,2020-06-23,85,7,1
Toyota,Toyota C-Hr Hybrid 1.8A S,75888,965,2,55000.0,16533,2017-10-19,53,4,5
Toyota,Toyota C-Hr Hybrid 1.8A S,96800,1043,1,67399.0,16060,2018-09-27,64,5,4
Toyota,Toyota C-Hr Hybrid 1.8A G,116800,1061,2,31985.0,15864,2019-06-12,78,6,6
Toyota,Toyota Dyna 150 Diesel 2.8M,111800,954,1,,11827,2022-09-30,112,9,4
Mini,Mini Cooper S 2.0A 5Dr Paddy Hopkirk Edition,181800,1552,2,11380.0,20633,2021-02-26,93,7,9
Byd,Byd T3 Electric 50.3 Kwh (A),115800,989,1,7494.0,12585,2022-07-07,109,9,1
Nissan,Nissan Nv350 2.5A,52800,661,1,96895.0,11416,2017-06-12,54,4,6
Ssangyong,Ssangyong Tivoli Xlv 1.6A,70800,932,3,54000.0,14329,2017-08-30,51,4,3
Seat,Seat Arona 1.0A Ecotsi Fr,115800,989,1,22538.0,12943,2021-12-29,103,8,7
Nissan,Nissan Nv350 2.5A,63800,614,1,,10303,2019-06-27,73,6,1
Porsche,Porsche 911 Turbo Coupe 3.6A Tip,330000,2816,7,98000.0,37747,2002-03-06,104,8,8
Toyota,Toyota Hiace 2.8 Dx Glass Door Van [Euro Vi] (A),80800,690,1,43000.0,11322,2020-02-06,84,7,0
Toyota,Toyota Dyna 150 Diesel 2.8A,119800,1023,0,,12708,2022-09-21,112,9,4
Toyota,Toyota Dyna 150 Diesel 3.0M,70800,900,1,,15715,2017-10-24,53,4,5
Nissan,Nissan Nv350 2.5A,48800,678,1,80431.0,11872,2017-05-31,48,4,0
Nissan,Nissan Nv350 2.5M,53800,622,1,87739.0,10736,2018-04-24,59,4,11
Mitsubishi,Mitsubishi Fuso Fighter Fk62,84800,1224,1,102105.0,21338,2017-06-04,46,3,10
Honda,Honda N-Van Petrol Turbo Style Fun Honda Sensing,79800,681,1,16.0,8381,2022-10-31,113,9,5
Mercedes-Benz,Mercedes-Benz Cla-Class Cla180 Amg Line (A),115800,1300,2,61000.0,20230,2018-06-14,61,5,1
Audi,Audi A4 Sedan 1.4 Tfsi S-Tronic Design (A),95800,1357,1,111000.0,20477,2017-04-24,47,3,11
Mercedes-Benz,Mercedes-Benz C-Class Saloon C180 Avantgarde (A),143800,1488,2,68000.0,21665,2018-12-21,67,5,7
Bmw,Bmw 1 Series Hatchback 116D (A),98800,1110,3,77000.0,16271,2018-06-18,61,5,1
Bmw,Bmw 2 Series Gran Tourer Diesel 216D (A),91800,1252,2,105000.0,19076,2017-06-28,49,4,1
Toyota,Toyota Hiace 3.0M,41800,796,2,,14320,2016-03-26,34,2,10
Toyota,Toyota Vellfire 2.5 Cvt S/R,172888,2236,2,61000.0,33184,2017-09-25,52,4,4
Toyota,Toyota Dyna 150 Diesel 2.8A,111800,954,1,,11725,2022-10-28,113,9,5
B.M.W.,B.M.W. Ix Xdrive40 Sports Led,399888,3413,1,5000.0,37587,2022-07-28,110,9,2
Nissan,Nissan Qashqai 1.2A Dig-T,65800,914,2,67448.0,13972,2017-05-27,48,4,0
Nissan,Nissan Note 1.2A Dig-S,49800,781,2,59000.0,13324,2016-11-29,42,3,6
Honda,Honda N-Van Turbo Style Fun Honda Sensing,79800,681,1,,8529,2022-08-30,111,9,3
Toyota,Toyota Hiace 3.0M,57800,723,2,100280.0,12657,2017-11-13,54,4,6
Mitsubishi,Mitsubishi Lancer Ex 1.6A,41800,987,2,88000.0,15732,2015-08-28,27,2,3
Honda,Honda Freed Hybrid 1.5 G 7-Seater (A),111800,1005,1,38000.0,15280,2019-12-16,79,6,7
Mitsubishi,Mitsubishi Attrage 1.2A,85800,733,1,36000.0,10799,2021-01-28,92,7,8
Honda,Honda Vezel Hybrid 1.5A X,73800,923,1,,15661,2017-11-30,54,4,6
Mercedes-Benz,Mercedes-Benz B-Class B180,44800,1556,2,125000.0,22627,2014-11-27,18,1,6
Audi,Audi A7 Sportback 2.8A Fsi Quattro,114800,980,3,,15176,2012-06-27,90,7,6
Mini,Mini Cooper 1.5A,150800,1341,1,40000.0,20065,2020-05-02,80,6,8
Maserati,Maserati Quattroporte 4.2A,106800,1293,5,69000.0,22520,2008-05-02,56,4,8
Mazda,Mazda 3 Mild Hybrid 1.5A Classic,106800,912,1,,13256,2021-04-03,93,7,9
Mazda,Mazda 3 1.5A Sunroof,60800,861,2,51573.0,14163,2017-04-26,47,3,11
Lexus,Lexus Rx Turbo Rx200T Luxury Sunroof,137800,2115,3,125000.0,27832,2016-12-30,43,3,7
Lexus,Lexus Is Hybrid Is300H Executive,249888,2133,1,10.0,24782,2022-07-26,110,9,2
Kia,Kia Cerato 1.6A Ex,81800,847,2,68000.0,13363,2018-12-17,67,5,7
Hyundai,Hyundai I30 1.4A T-Gdi Dct Turbo,107800,920,1,37500.0,13686,2020-07-28,86,7,2
Hyundai,Hyundai Avante 1.6A Gls Elite,91800,863,1,31000.0,13061,2019-11-09,75,6,3
Mazda,Mazda Mazda3 4-Door Sedan 1.5L Sp.6Eat,42800,946,2,134500.0,14851,2015-10-21,29,2,5
Bmw,Bmw 2 Series Gran Coupe 216I Sport,175800,1501,1,3000.0,17933,2022-06-29,109,9,1
Honda,Honda Civic 2.0M Si,65800,823,5,,14565,2007-11-15,54,4,6
Bmw,Bmw 6 Series 640I Cabriolet,133800,1142,6,158000.0,18506,2011-08-26,86,7,2
Maserati,Maserati Granturismo 4.2A,152800,1304,6,111000.0,19976,2011-08-19,91,7,7
Kia,Kia Cerato Forte 1.6A Sx,18800,690,4,146000.0,12802,2009-10-28,17,1,5
Bmw,Bmw 1 Series Hatchback 116I Urban,97800,835,4,150000.0,12007,2011-12-27,97,8,1
Porsche,Porsche Boxster S 3.4A Pdk,328800,2806,4,68000.0,37306,2012-06-15,105,8,9
Bmw,Bmw 5 Series 520I,73800,3793,2,,44674,2014-05-30,12,1,0
Hyundai,Hyundai Avante 1.6A Gls,83800,762,1,28980.0,11863,2019-11-19,78,6,6
Mercedes-Benz,Mercedes-Benz A-Class A45 S Amg 4Matic+ Plus,331800,2832,1,68000.0,32037,2022-04-19,107,8,11
Hyundai,Hyundai Avante 1.6A Gls (Opc),73800,693,1,18000.0,10746,2019-08-21,75,6,3
Bmw,Bmw 3 Series 320I,128800,1100,5,143000.0,14342,2012-05-31,107,8,11
Mercedes-Benz,Mercedes-Benz C-Class Sedan C200K,73800,745,5,180000.0,12700,2009-04-15,69,5,9
Honda,Honda Vezel Hybrid 1.5A X,61800,969,2,60000.0,16849,2016-11-18,42,3,6
Honda,Honda Vezel 1.5A X,90800,940,1,40000.0,14434,2018-12-14,67,5,7
Toyota,Toyota Vellfire 3.5A Z G-Edition,253800,2733,2,43000.0,41035,2018-09-21,64,5,4
Bmw,Bmw 3 Series 318I Sunroof,76800,656,5,,10642,2010-07-27,86,7,2
Suzuki,Suzuki Swift 1.5A Gl,24800,744,5,103000.0,13715,2010-06-17,21,1,9
Honda,Honda Shuttle Hybrid 1.5A,93800,913,1,37000.0,14320,2019-01-08,72,6,0
Honda,Honda Shuttle 1.5A G Honda Sensing,100800,861,1,12000.0,12111,2021-06-18,97,8,1
Honda,Honda Shuttle Hybrid 1.5A,96800,889,1,31885.0,14000,2019-10-18,77,6,5
Audi,Audi A4 2.0A Tfsi Quattro S-Tronic S-Line Sunroof,96800,826,6,120000.0,13120,2010-09-24,88,7,4
Honda,Honda Odyssey 2.4A Exv-S Sunroof,139800,1193,3,101000.0,14123,2013-02-04,118,9,10
Honda,Honda Jazz 1.5A Rs,60800,861,2,59000.0,13817,2017-04-17,47,3,11
Honda,Honda Freed Hybrid 1.5A G,109800,1032,1,39000.0,15861,2019-05-09,75,6,3
Honda,Honda Freed Hybrid 1.5A G,103800,1034,1,34255.0,16067,2019-12-03,70,5,10
Honda,Honda Fit Hybrid 1.5A,88800,816,1,35000.0,13109,2019-10-25,77,6,5
Honda,Honda Fit 1.3A G F-Package,88800,758,1,7000.0,11362,2020-01-12,90,7,6
Lexus,Lexus Is250,84800,724,4,137000.0,11742,2010-07-29,86,7,2
Honda,Honda Fit 1.3A,104800,895,1,3000.0,11541,2022-03-22,106,8,10
Honda,Honda Civic Type R 2.0M,147800,1274,4,155000.0,21197,2010-07-29,83,6,11
Honda,Honda Civic 1.5A Vtec Turbo Sunroof,100800,1149,1,54000.0,17253,2018-05-16,60,5,0
Honda,Honda Civic 1.5A Vtec Turbo,147800,1262,1,20000.0,15268,2022-02-14,105,8,9
Bmw,Bmw 3 Series 318I Sunroof,80800,690,5,124000.0,10799,2010-11-29,89,7,5
Honda,Honda City 1.5A V,66800,850,2,106065.0,13601,2017-09-11,53,4,5
Honda,Honda City 1.5A Sv,72800,855,2,56000.0,13104,2018-04-04,58,4,10
Isuzu,Isuzu Cyz52K Tipper,79800,681,2,345719.0,10665,2010-11-24,89,7,5
Bmw,Bmw 4 Series 420I Gran Coupe,156800,1525,1,115000.0,21467,2019-11-06,72,6,0
Suzuki,Suzuki Every Turbo,74800,639,2,10022.0,8433,2022-08-03,105,8,9
Nissan,Nissan Cabstar,85800,733,1,,9655,2022-09-03,105,8,9
Toyota,Toyota Proace Electric City,121800,1040,1,10.0,13241,2022-06-22,109,9,1
Opel,Opel Combo-E Electric,119800,1023,1,,12672,2022-09-29,112,9,4
Toyota,Toyota Hiace 2.8A Gl,142800,1219,1,,15633,2022-03-06,108,9,0
Porsche,Porsche Cayman 2.7A Tip,125800,1413,3,122000.0,24528,2008-06-25,61,5,1
Mazda,Mazda Rx8 1.3 (A),84800,835,4,,14244,2009-04-22,71,5,11
Mercedes-Benz,Mercedes-Benz C-Class Cabriolet C200 Amg Line Premium (A),218800,1966,2,40000.0,27643,2020-10-01,79,6,7
Lexus,Lexus Sc430 4.3 (A),62800,773,2,103000.0,13515,2008-03-01,55,4,7
Bmw,Bmw M Series M5 Sunroof,250000,11886,3,98000.0,25000,2014-06-17,13,1,1
Audi,Audi S5 Sportback 3.0A Tfsi Quattro,126800,1082,6,140000.0,17141,2011-01-20,88,7,4
Volkswagen,Volkswagen Passat 1.8A Tfsi Highline Sunroof,116800,1123,2,47000.0,15987,2019-06-28,73,6,1
Mercedes-Benz,Mercedes-Benz Glc-Class Mild Hybrid Glc300 Amg Line Premium Plus,235800,2013,1,25000.0,26791,2020-09-25,88,7,4
Audi,Audi A3 Sedan 1.4A Tfsi Ambiente,62800,1164,2,,18873,2016-04-29,35,2,11
Bmw,Bmw 5 Series 523I,104800,895,3,131790.0,13550,2011-11-02,92,7,8
Bmw,Bmw 3 Series 316I,35800,2735,5,91000.0,31113,2014-01-29,96,8,0
Audi,Audi Q3 1.4A Tfsi S-Tronic,149800,1346,2,50933.0,20247,2019-12-31,79,6,7
Bmw,Bmw X3 Sdrive20I,127800,1743,1,80000.0,26197,2017-06-28,49,4,1
Toyota,Toyota Estima Hybrid 2.4A X,99800,907,5,148220.0,15318,2009-11-13,78,6,6
Bmw,Bmw 3 Series 318I Sunroof,84800,724,4,79000.0,10976,2011-04-29,92,7,8
Toyota,Toyota C-Hr Hybrid 1.8A S,98800,1023,1,75365.0,15629,2018-12-26,67,5,7
Honda,Honda Jazz 1.3A L,60800,646,1,132484.0,11090,2008-12-26,65,5,5
Toyota,Toyota Dyna 150 Diesel 2.8 [Euro Vi] (M),112800,963,1,,11725,2022-11-30,114,9,6
Nissan,Nissan Nv350 Diesel 2.5 Panel Van [Euro Vi] (M),66800,570,1,66615.0,9237,2020-09-07,85,7,1
Nissan,Nissan Nv350 Diesel 2.5 Panel Van [Euro Vi] (M),64800,553,1,51285.0,8958,2020-09-07,85,7,1
Honda,Honda N-Van Petrol 660 Turbo Style Fun Honda Sensing (A),82800,707,1,,8625,2022-11-30,114,9,6
Honda,Honda Vezel Hybrid 1.5A X,87800,1015,2,33000.0,16133,2018-04-27,59,4,11
Mercedes,Mercedes Benz C200 Amg Line M-Hybrid Premium Plus,208800,1782,1,12752.0,21236,2021-10-22,101,8,5
Honda,Honda Jazz 1.3 (A),88888,759,1,57000.0,11245,2020-12-22,91,7,7
Toyota,Toyota Rav4 Hybrid 2.5 X (A),173688,1483,2,28800.0,19540,2021-06-14,97,8,1
Mercedes-Benz,Mercedes-Benz S-Class Mild Hybrid S450L 4Matic (A),456800,3898,1,20866.0,46277,2021-05-17,96,8,0
Audi,Audi A4 Sedan Mild Hybrid 2.0 Tfsi S Tronic (A),158800,1356,2,29382.0,18135,2020-12-29,91,7,7
Audi,Audi A3 Sedan 1.4A Tfsi Ambiente,64800,1171,2,,19175,2016-05-20,36,3,0
Audi,Audi A3 Sedan 1.4A Tfsi Attraction,65800,1131,2,,18327,2016-07-30,38,3,2
Audi,Audi A3 Sedan 1.4A Tfsi Attraction,65800,1189,2,,19310,2016-05-31,36,3,0
Rolls-Royce,Rolls-Royce Ghost,628000,11340,3,15293.0,62800,2013-05-13,0,0,0
Hyundai,Hyundai Elantra 1.6A,40800,701,3,91776.0,12860,2011-12-07,38,3,2
Mitsubishi,Mitsubishi Outlander 2.0L Style 7-Seater (A),129800,1108,1,32117.0,14846,2021-01-07,97,8,1
Mercedes-Benz,Mercedes-Benz Cla-Class Shooting Brake Cla180 (A),112888,1305,1,85000.0,19134,2018-04-17,59,4,11
Bmw,Bmw M Series M5 Sunroof,194800,3518,6,107971.0,19480,2012-08-16,0,0,0
Honda,Honda Jazz 1.3A,55800,937,1,88000.0,15086,2016-07-09,39,3,3
Honda,Honda Odyssey 2.4A,43800,687,3,148751.0,12470,2006-11-13,42,3,6
Toyota,Toyota Alphard 2.4A,103800,895,4,,14922,2010-04-23,83,6,11
Honda,Honda Civic Type R 2.0M,104800,1456,7,,25811,2007-06-22,48,4,0
Toyota,Toyota Corolla Axio 1.5A X,62800,827,4,80332.0,13816,2017-08-28,51,4,3
Honda,Honda Jazz 1.3 (A),73800,657,1,4913.0,10599,2020-01-13,80,6,8
Hino,Hino Xzu710R-Hkfms3,60800,954,1,59000.0,17116,2016-11-14,42,3,6
Toyota,Toyota Dyna 150 5Mt,93800,801,1,,12073,2021-01-26,92,7,8
Mitsubishi,Mitsubishi Canter Fea01Br2Sdeb (Cbu),44800,809,2,,14470,2016-05-26,36,3,0
Toyota,Toyota Dyna 3.0 Manual,99800,852,1,18000.0,12632,2021-11-03,93,7,9
Hyundai,Hyundai H1 Starex 2.5L Crdi At Abs A/Bag 5Dr,21800,800,1,,14582,2014-10-27,17,1,5
Porsche,Porsche Macan S 3.0A Pdk,306000,2612,2,25000.0,35849,2021-06-08,98,8,2
Peugeot,Peugeot 3008 Diesel 1.6A E-Hdi Etg,41800,895,4,120000.0,14150,2015-11-26,30,2,6
Bmw,Bmw I3 Electric,110800,1363,3,18000.0,21933,2017-12-29,55,4,7
Mercedes-Benz,Mercedes-Benz Cls-Class Coupe Mild Hybrid Cls350 Sunroof,275800,2505,1,57000.0,32677,2019-04-12,78,6,6
Fiat,Fiat Doblo Cargo Sx Jtd 1.6 Mj,13800,710,2,140000.0,13109,2014-05-16,12,1,0
Fiat,Fiat Doblo Cargo Maxi 1.6 Mtj Amt Glaze,25800,552,3,,10061,2015-11-16,30,2,6
Mercedes-Benz,Mercedes-Benz A-Class A180,60800,1343,2,67900.0,21119,2015-10-15,29,2,5
Audi,Audi A6 1.8A Tfsi Ultra S-Tronic,116800,1485,1,93000.0,21131,2017-09-11,53,4,5
Bmw,Bmw 6 Series 640I Gran Coupe Sunroof,103800,5807,1,135200.0,43498,2014-04-21,132,11,0
Mazda,Mazda 3 1.5A Sunroof,71800,818,2,61200.0,12852,2018-05-18,60,5,0
Bmw,Bmw X1 Sdrive18I,90800,1365,2,69100.0,20498,2017-01-20,44,3,8
Porsche,Porsche 911 Carrera 3.0A Pdk,599800,5119,1,2300.0,62478,2021-05-05,95,7,11
Toyota,Toyota Harrier Turbo 2.0A G Panoramic Roof,110800,1409,2,97200.0,20081,2017-10-30,53,4,5
Bmw,Bmw X6 Xdrive35I Sunroof,160800,2577,2,105700.0,33099,2016-10-14,41,3,5
Mercedes-Benz,Mercedes-Benz C-Class C200,99800,852,2,175000.0,11766,2011-12-23,101,8,5
Volvo,Volvo S60 T4 Momentum,148800,1296,2,32000.0,18752,2020-03-30,82,6,10
Ford,Ford Focus Titanium 1.0A Gtdi 5Dr,73800,774,2,52000.0,11625,2018-11-23,66,5,6
Bmw,Bmw 4 Series 420I Gran Coupe M-Sport,145888,1615,2,54000.0,22633,2018-07-24,62,5,2
Volvo,Volvo V40 T2,76888,978,2,80000.0,14879,2017-10-11,53,4,5
Volkswagen,Volkswagen Sportsvan 1.4A Highline Sunroof,83800,1031,2,43000.0,15354,2017-12-26,55,4,7
Mercedes-Benz,Mercedes-Benz E-Class E220D,123500,1684,2,68000.0,24329,2017-06-14,49,4,1
Jaguar,Jaguar Xe 2.0A Prestige,99800,1248,3,74000.0,17165,2017-11-28,54,4,6
Bmw,Bmw 2 Series 216D Gran Tourer,62888,1346,3,115000.0,19881,2015-11-23,30,2,6
Bmw,Bmw 3 Series 335I Coupe,87800,897,6,150000.0,15415,2009-08-18,68,5,8
Porsche,Porsche Macan 2.0A Pdk,206800,2629,1,60000.0,36664,2017-07-11,53,4,5
Mercedes-Benz,Mercedes-Benz Gla-Class Gla180 Urban Edition,127800,1187,1,55000.0,17869,2019-09-17,76,6,4
Citroen,Citroen E-Berlingo Electric,120800,1031,1,,12785,2022-09-27,112,9,4
Citroen,Citroen E-Berlingo Electric,120800,1031,1,,12789,2022-09-26,112,9,4
Toyota,Toyota Dyna 150 2.8M,110800,946,1,,11724,2022-09-29,112,9,4
Toyota,Toyota Hiace 2.0A,86800,741,1,,9104,2022-10-28,113,9,5
Suzuki,Suzuki Every Turbo,73800,630,1,,7829,2022-09-29,112,9,4
Isuzu,Isuzu Npr85,120800,1031,1,,12569,2022-11-30,114,9,6
Isuzu,Isuzu Npr85,120800,1031,1,,12569,2022-11-30,114,9,6
Toyota,Toyota Townace 1.5A Gl,80800,690,1,,8792,2022-06-28,109,9,1
Nissan,Nissan Nv350 2.5 Panel Van (A),21800,1121,1,,19418,2014-11-06,12,1,0
Toyota,Toyota Hiace 2.0A Dx,86800,741,2,,9107,2022-10-28,113,9,5
Nissan,Nissan Nv350 Caravan 2.5 Dx (M),41800,581,2,,10163,2017-05-30,48,4,0
Mercedes-Benz,Mercedes-Benz C-Class C180K,79800,710,5,167268.0,11869,2010-01-28,80,6,8
Mitsubishi,Mitsubishi Lancer Evolution 10 Gsr,147800,1550,4,193188.0,26562,2008-02-05,66,5,6
Toyota,Toyota Sienta Hybrid 1.5A X,87800,1031,1,47000.0,16677,2018-03-15,58,4,10
Toyota,Toyota Hiace 2.0A,86800,741,1,,9341,2022-01-08,110,9,2
Isuzu,Isuzu Npr85,120800,1031,1,,12813,2022-09-23,112,9,4
Suzuki,Suzuki Every Turbo,73800,630,1,,7788,2022-10-17,113,9,5
Honda,Honda N-Van Turbo Style Fun Honda Sensing,82800,707,1,,8777,2022-09-29,112,9,4
Honda,Honda N-Van Turbo Style Fun Honda Sensing,82800,707,1,,8932,2022-01-08,110,9,2
Suzuki,Suzuki Every Turbo,73800,630,1,,7940,2022-12-08,111,9,3
Honda,Honda N-Van Turbo Style Fun Honda Sensing,82800,707,1,,8706,2022-10-28,113,9,5
Toyota,Toyota Townace 1.5A Gl,80800,690,1,,8406,2022-11-30,114,9,6
Toyota,Toyota Hiace 2.0A Dx,86800,741,1,,9281,2022-08-23,111,9,3
Isuzu,Isuzu Npr85,120800,1031,1,,12895,2022-08-29,111,9,3
Mercedes-Benz,Mercedes-Benz Glc-Class Glc250D Coupe Amg Line 4Matic,215800,1919,1,34000.0,27534,2020-01-31,80,6,8
Toyota,Toyota Wish 2.0A,81800,698,4,140879.0,11340,2010-07-26,86,7,2
Suzuki,Suzuki Every Turbo,73800,630,1,,7730,2022-11-14,114,9,6
Honda,Honda N-Van Turbo Style Fun Honda Sensing,82800,707,1,8500.0,8853,2022-08-31,111,9,3
Toyota,Toyota Dyna 150 2.8M,110800,946,1,,5698,2022-08-31,231,19,3
Honda,Honda Civic 1.5A Vtec Turbo Sunroof,133988,1144,1,50000.0,16100,2020-10-13,89,7,5
B.M.W.,B.M.W. 528I At D/Ab Sr Led Nav Hud,79800,3531,1,72888.0,32757,2014-11-08,14,1,2
Foton,Foton Iblue V6 Electric 50.23Kwh,118800,1014,2,,12544,2022-09-30,112,9,4
Mini,Mini Cooper Cabriolet 1.5A,159988,1366,2,21000.0,19657,2020-07-07,85,7,1
Mercedes-Benz,Mercedes-Benz E-Class E250 Avantgarde,145988,1955,2,61000.0,25867,2017-07-14,50,4,2
Toyota,Toyota Hiace 2.0 Dx Glass Door Van (A),74800,639,2,,8119,2022-06-30,109,9,1
Subaru,Subaru Forester 2.0A Xt Sunroof,72900,1223,3,80000.0,19319,2016-08-13,39,3,3
Nissan,Nissan Nv350 2.5 Panel Van (A),26800,931,2,,16949,2014-11-27,18,1,6
Mercedes-Benz,Mercedes-Benz E-Class E200,55000,4791,2,70000.0,53099,2013-12-13,84,7,0
Volkswagen,Volkswagen Golf 1.4A Tsi,49900,1139,2,80000.0,18997,2015-09-29,28,2,4
Aston,Aston Martin Rapide 6.0A,248988,2125,5,62000.0,32250,2011-01-27,92,7,8
Mercedes,Mercedes Benz Cla180 Coupe Urban (R18 Led),121800,1312,2,41000.0,19498,2018-08-10,64,5,4
Nissan,Nissan Qashqai 2.0 Cvt Abs D/Airbag 2Wd 5Dr S/R,60800,975,1,97500.0,14680,2016-10-31,41,3,5
Honda,Honda Civic 1.5A Vtec Turbo Sunroof,131988,1127,1,,15457,2020-12-18,91,7,7
Mazda,Mazda 6 2.0A,84800,856,3,40000.0,12998,2019-02-28,69,5,9
Volkswagen,Volkswagen Golf Gti 5Dr,166988,1425,2,20500.0,20463,2020-07-14,86,7,2
Toyota,Toyota Allion 1.5A,59800,596,4,125000.0,10100,2009-10-06,70,5,10
Audi,Audi R8 5.2A Fsi Quattro R-Tronic,159800,1876,5,51000.0,32916,2008-06-17,58,4,10
Mercedes-Benz,Mercedes-Benz C-Class C180 Cgi Avantgarde,108800,929,3,111000.0,11574,2012-01-11,112,9,4
Mercedes-Benz,Mercedes-Benz S-Class S500L Mild Hybrid Amg Line 4Matic Premium,475988,4062,1,4000.0,46763,2021-10-09,99,8,3
